ageem.id,state,municipality,tax.dap.min.range,tax.dap.max.range,tax.dap.avg.range,tax.dap.method,tax.dap.percent,tax.dap.value
30125,Veracruz de Ignacio de la Llave,Paso del Macho,,,,,,
30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,,,,,,
30127,Veracruz de Ignacio de la Llave,La Perla,,,,,,
30128,Veracruz de Ignacio de la Llave,Perote,,,,,,
30129,Veracruz de Ignacio de la Llave,Platon Sanchez,,,,,,
30130,Veracruz de Ignacio de la Llave,Playa Vicente,,,,,,
30131,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,,,,,,
30132,Veracruz de Ignacio de la Llave,Las Vigas de Ramirez,,,,,,
30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,,,,,,
30134,Veracruz de Ignacio de la Llave,Puente Nacional,,,,,,
30135,Veracruz de Ignacio de la Llave,Rafael Delgado,,,,,,
30136,Veracruz de Ignacio de la Llave,Rafael Lucio,,,,,,
30137,Veracruz de Ignacio de la Llave,Los Reyes,,,,,,
30138,Veracruz de Ignacio de la Llave,Rio Blanco,,,,,,
30139,Veracruz de Ignacio de la Llave,Saltabarranca,,,,,,
30140,Veracruz de Ignacio de la Llave,San Andres Tenejapan,,,,,,
30141,Veracruz de Ignacio de la Llave,San Andres Tuxtla,,,,,,
30142,Veracruz de Ignacio de la Llave,San Juan Evangelista,,,,,,
30143,Veracruz de Ignacio de la Llave,Santiago Tuxtla,,,,,,
30144,Veracruz de Ignacio de la Llave,Sayula de Aleman,,,,,,
30145,Veracruz de Ignacio de la Llave,Soconusco,,,,,,
30146,Veracruz de Ignacio de la Llave,Sochiapa,,,,,,
30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,,,,,,
30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,,,,,,
30149,Veracruz de Ignacio de la Llave,Soteapan,,,,,,
30150,Veracruz de Ignacio de la Llave,Tamalin,,,,,,
30151,Veracruz de Ignacio de la Llave,Tamiahua,,,,,,
30152,Veracruz de Ignacio de la Llave,Tampico Alto,,,,,,
30153,Veracruz de Ignacio de la Llave,Tancoco,,,,,,
30154,Veracruz de Ignacio de la Llave,Tantima,,,,,,
30155,Veracruz de Ignacio de la Llave,Tantoyuca,,,,,,
30156,Veracruz de Ignacio de la Llave,Tatatila,,,,,,
30157,Veracruz de Ignacio de la Llave,Castillo de Teayo,,,,,,
30158,Veracruz de Ignacio de la Llave,Tecolutla,,,,,,
30159,Veracruz de Ignacio de la Llave,Tehuipango,,,,,,
30160,Veracruz de Ignacio de la Llave,Alamo Temapache,,,,,,
30161,Veracruz de Ignacio de la Llave,Tempoal,,,,,,
30162,Veracruz de Ignacio de la Llave,Tenampa,,,,,,
30163,Veracruz de Ignacio de la Llave,Tenochtitlan,,,,,,
30164,Veracruz de Ignacio de la Llave,Teocelo,,,,,,
30165,Veracruz de Ignacio de la Llave,Tepatlaxco,,,,,,
30166,Veracruz de Ignacio de la Llave,Tepetlan,,,,,,
30167,Veracruz de Ignacio de la Llave,Tepetzintla,,,,,,
30168,Veracruz de Ignacio de la Llave,Tequila,,,,,,
30169,Veracruz de Ignacio de la Llave,Jose Azueta,,,,,,
30170,Veracruz de Ignacio de la Llave,Texcatepec,,,,,,
30171,Veracruz de Ignacio de la Llave,Texhuacan,,,,,,
30172,Veracruz de Ignacio de la Llave,Texistepec,,,,,,
30173,Veracruz de Ignacio de la Llave,Tezonapa,,,,,,
30174,Veracruz de Ignacio de la Llave,Tierra Blanca,,,,,,
30175,Veracruz de Ignacio de la Llave,Tihuatlan,,,,,,
30176,Veracruz de Ignacio de la Llave,Tlacojalpan,,,,,,
30177,Veracruz de Ignacio de la Llave,Tlacolulan,,,,,,
30178,Veracruz de Ignacio de la Llave,Tlacotalpan,,,,,,
30179,Veracruz de Ignacio de la Llave,Tlacotepec de Mejia,,,,,,
30180,Veracruz de Ignacio de la Llave,Tlachichilco,,,,,,
30181,Veracruz de Ignacio de la Llave,Tlalixcoyan,,,,,,
30182,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,,,,,,
30183,Veracruz de Ignacio de la Llave,Tlapacoyan,,,,,,
30184,Veracruz de Ignacio de la Llave,Tlaquilpa,,,,,,
30185,Veracruz de Ignacio de la Llave,Tlilapan,,,,,,
30186,Veracruz de Ignacio de la Llave,Tomatlan,,,,,,
30187,Veracruz de Ignacio de la Llave,Tonayan,,,,,,
30188,Veracruz de Ignacio de la Llave,Totutla,,,,,,
30189,Veracruz de Ignacio de la Llave,Tuxpan,,,,,,
30190,Veracruz de Ignacio de la Llave,Tuxtilla,,,,,,
30191,Veracruz de Ignacio de la Llave,Ursulo Galvan,,,,,,
30192,Veracruz de Ignacio de la Llave,Vega de Alatorre,,,,,,
30193,Veracruz de Ignacio de la Llave,Veracruz,,,,,,
30194,Veracruz de Ignacio de la Llave,Villa Aldama,,,,,,
30195,Veracruz de Ignacio de la Llave,Xoxocotla,,,,,,
30196,Veracruz de Ignacio de la Llave,Yanga,,,,,,
30197,Veracruz de Ignacio de la Llave,Yecuatla,,,,,,
30198,Veracruz de Ignacio de la Llave,Zacualpan,,,,,,
30199,Veracruz de Ignacio de la Llave,Zaragoza,,,,,,
30200,Veracruz de Ignacio de la Llave,Zentla,,,,,,
30201,Veracruz de Ignacio de la Llave,Zongolica,,,,,,
30202,Veracruz de Ignacio de la Llave,Zontecomatlan de Lopez y Fuentes,,,,,,
30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,,,,,,
30204,Veracruz de Ignacio de la Llave,Agua Dulce,,,,,,
30205,Veracruz de Ignacio de la Llave,El Higo,,,,,,
30206,Veracruz de Ignacio de la Llave,Nanchital de Lazaro Cardenas del Rio,,,,,,
30207,Veracruz de Ignacio de la Llave,Tres Valles,,,,,,
30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,,,,,,
30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juarez,,,,,,
30210,Veracruz de Ignacio de la Llave,Uxpanapa,,,,,,
30211,Veracruz de Ignacio de la Llave,San Rafael,,,,,,
30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,,,,,,
31001,Yucatan,Abala,,,,Percent,0.05,
31002,Yucatan,Acanceh,,,,Percent,0.05,
31003,Yucatan,Akil,,,,Percent,0.05,
31004,Yucatan,Baca,,,,Percent,0.05,
31005,Yucatan,Bokoba,,,,Percent,0.05,
31006,Yucatan,Buctzotz,,,,Percent,0.05,
31007,Yucatan,Cacalchen,,,,Percent,0.05,
31008,Yucatan,Calotmul,,,,Fix,,72.16
31009,Yucatan,Cansahcab,,,,Percent,0.05,
31010,Yucatan,Cantamayec,,,,Fix,,113.14
31011,Yucatan,Celestun,,,,Percent,0.05,
31012,Yucatan,Cenotillo,,,,Fix,,17.12
31013,Yucatan,Conkal,,,,Percent,0.05,
31014,Yucatan,Cuncunul,,,,Percent,0.05,
31015,Yucatan,Cuzama,,,,Percent,0.05,
31016,Yucatan,Chacsinkin,,,,Percent,0.05,
31017,Yucatan,Chankom,,,,Percent,0.05,
31018,Yucatan,Chapab,,,,Percent,0.05,
31019,Yucatan,Chemax,,,,Percent,0.05,
31020,Yucatan,Chicxulub Pueblo,,,,Percent,0.05,
31021,Yucatan,Chichimila,,,,Percent,0.05,
31022,Yucatan,Chikindzonot,,,,Percent,0.05,
31023,Yucatan,Chochola,,,,Percent,0.05,
31024,Yucatan,Chumayel,,,,Fix,,117.5
31025,Yucatan,Dzan,,,,Percent,0.05,
31026,Yucatan,Dzemul,,,,Percent,0.05,
31027,Yucatan,Dzidzantun,,,,Percent,0.05,
31028,Yucatan,Dzilam de Bravo,,,,Percent,0.05,
31029,Yucatan,Dzilam Gonzalez,,,,Percent,0.05,
31030,Yucatan,Dzitas,,,,Percent,0.05,
31031,Yucatan,Dzoncauich,,,,Percent,0.05,
31032,Yucatan,Espita,,,,Fix,,17
31033,Yucatan,Halacho,,,,Percent,0.05,
31034,Yucatan,Hocaba,,,,Percent,0.05,
31035,Yucatan,Hoctun,,,,Percent,0.05,
31036,Yucatan,Homun,,,,Percent,0.05,
31037,Yucatan,Huhi,,,,Percent,0.05,
31038,Yucatan,Hunucma,,,,Percent,0.05,
31039,Yucatan,Ixil,,,,Percent,0.05,
31040,Yucatan,Izamal,,,,Percent,0.05,
31041,Yucatan,Kanasin,,,,Percent,0.05,
31042,Yucatan,Kantunil,,,,Percent,0.05,
31043,Yucatan,Kaua,,,,Percent,0.05,
31044,Yucatan,Kinchil,,,,Percent,0.05,
31045,Yucatan,Kopoma,,,,Percent,0.05,
31046,Yucatan,Mama,,,,Percent,0.05,
31047,Yucatan,Mani,,,,Percent,0.05,
31048,Yucatan,Maxcanu,,,,Percent,0.05,
31049,Yucatan,Mayapan,,,,Percent,0.05,
31050,Yucatan,Merida,,,,Fix,,58
31051,Yucatan,Mococha,,,,Fix,,48
31052,Yucatan,Motul,,,,Percent,0.05,
31053,Yucatan,Muna,,,,Fix,,48
31054,Yucatan,Muxupip,,,,Percent,0.05,
31055,Yucatan,Opichen,,,,Percent,0.05,
31056,Yucatan,Oxkutzcab,,,,Percent,0.05,
31057,Yucatan,Panaba,,,,Percent,0.05,
31058,Yucatan,Peto,,,,Percent,0.05,
31059,Yucatan,Progreso,,,,Percent,0.05,
31060,Yucatan,Quintana Roo,,,,Percent,0.05,
31061,Yucatan,Rio Lagartos,,,,Percent,0.05,
31062,Yucatan,Sacalum,,,,Percent,0.05,
31063,Yucatan,Samahil,,,,Percent,0.05,
31064,Yucatan,Sanahcat,,,,Percent,0.05,
31065,Yucatan,San Felipe,,,,Percent,0.05,
31066,Yucatan,Santa Elena,,,,Percent,0.05,
31067,Yucatan,Seye,,,,Percent,0.05,
31068,Yucatan,Sinanche,,,,Percent,0.05,
31069,Yucatan,Sotuta,,,,Percent,0.05,
31070,Yucatan,Sucila,,,,Percent,0.05,
31071,Yucatan,Sudzal,,,,Percent,0.05,
31072,Yucatan,Suma,,,,Percent,0.05,
31073,Yucatan,Tahdziu,,,,Percent,0.05,
31074,Yucatan,Tahmek,,,,Percent,0.05,
31075,Yucatan,Teabo,,,,Percent,0.05,
31076,Yucatan,Tecoh,,,,Percent,0.05,
31077,Yucatan,Tekal de Venegas,,,,Percent,0.05,
31078,Yucatan,Tekanto,,,,Percent,0.05,
31079,Yucatan,Tekax,,,,Percent,0.05,
31080,Yucatan,Tekit,,,,Percent,0.05,
31081,Yucatan,Tekom,,,,Percent,0.05,
31082,Yucatan,Telchac Pueblo,,,,Percent,0.05,
31083,Yucatan,Telchac Puerto,,,,Percent,0.05,
31084,Yucatan,Temax,,,,Percent,0.05,
31085,Yucatan,Temozon,,,,Percent,0.05,
31086,Yucatan,Tepakan,,,,Percent,0.05,
31087,Yucatan,Tetiz,,,,Percent,0.05,
31088,Yucatan,Teya,,,,Percent,0.05,
31089,Yucatan,Ticul,,,,Percent,0.05,
31090,Yucatan,Timucuy,,,,Percent,0.05,
31091,Yucatan,Tinum,,,,Percent,0.05,
31092,Yucatan,Tixcacalcupul,,,,Percent,0.05,
31093,Yucatan,Tixkokob,,,,Percent,0.05,
31094,Yucatan,Tixmehuac,,,,Percent,0.05,
31095,Yucatan,Tixpehual,,,,Percent,0.05,
31096,Yucatan,Tizimin,,,,Percent,0.05,
31097,Yucatan,Tunkas,,,,Percent,0.05,
31098,Yucatan,Tzucacab,,,,Percent,0.05,
31099,Yucatan,Uayma,,,,Percent,0.05,
31100,Yucatan,Ucu,,,,Percent,0.05,
31101,Yucatan,Uman,,,,Percent,0.05,
31102,Yucatan,Valladolid,,,,Percent,0.05,
31103,Yucatan,Xocchel,,,,Percent,0.05,
31104,Yucatan,Yaxcaba,,,,Percent,0.05,
31105,Yucatan,Yaxkukul,,,,Percent,0.05,
31106,Yucatan,Yobain,,,,Percent,0.05,
32001,Zacatecas,Apozol,,,,Percent,0.08,
32002,Zacatecas,Apulco,,,,Percent,0.08,
32003,Zacatecas,Atolinga,,,,Percent,0.08,
32004,Zacatecas,Benito Juarez,,,,Percent,0.08,
32005,Zacatecas,Calera,,,,Percent,0.08,
32006,Zacatecas,Canitas de Felipe Pescador,,,,Percent,0.08,
32007,Zacatecas,Concepcion del Oro,,,,Percent,0.08,
32008,Zacatecas,Cuauhtemoc,,,,Percent,0.08,
32009,Zacatecas,Chalchihuites,,,,Percent,0.08,
32010,Zacatecas,Fresnillo,,,,Percent,0.08,
32011,Zacatecas,Trinidad Garcia de la Cadena,,,,Percent,0.08,
32012,Zacatecas,Genaro Codina,,,,Percent,0.08,
32013,Zacatecas,General Enrique Estrada,,,,Percent,0.08,
32014,Zacatecas,General Francisco R. Murguia,,,,Percent,0.08,
32015,Zacatecas,El Plateado de Joaquin Amaro,,,,Percent,0.08,
32016,Zacatecas,General Panfilo Natera,,,,Percent,0.08,
32017,Zacatecas,Guadalupe,,,,Percent,0.08,
32018,Zacatecas,Huanusco,,,,Percent,0.08,
32019,Zacatecas,Jalpa,,,,Percent,0.08,
32020,Zacatecas,Jerez,,,,Percent,0.08,
32021,Zacatecas,Jimenez del Teul,,,,Percent,0.08,
32022,Zacatecas,Juan Aldama,,,,Percent,0.08,
32023,Zacatecas,Juchipila,,,,Percent,0.08,
32024,Zacatecas,Loreto,,,,Percent,0.08,
32025,Zacatecas,Luis Moya,,,,Percent,0.08,
32026,Zacatecas,Mazapil,,,,Percent,0.08,
32027,Zacatecas,Melchor Ocampo,,,,Percent,0.08,
32028,Zacatecas,Mezquital del Oro,,,,Percent,0.08,
32029,Zacatecas,Miguel Auza,,,,Percent,0.08,
32030,Zacatecas,Momax,,,,Percent,0.08,
32031,Zacatecas,Monte Escobedo,,,,Percent,0.08,
32032,Zacatecas,Morelos,,,,Percent,0.08,
32033,Zacatecas,Moyahua de Estrada,,,,Percent,0.08,
32034,Zacatecas,Nochistlan de Mejia,,,,Percent,0.08,
32035,Zacatecas,Noria de Angeles,,,,Percent,0.08,
32036,Zacatecas,Ojocaliente,,,,Percent,0.08,
32037,Zacatecas,Panuco,,,,Percent,0.08,
32038,Zacatecas,Pinos,,,,Percent,0.08,
32039,Zacatecas,Rio Grande,,,,Percent,0.08,
32040,Zacatecas,Sain Alto,,,,Percent,0.08,
32041,Zacatecas,El Salvador,,,,Percent,0.08,
32042,Zacatecas,Sombrerete,,,,Percent,0.08,
32043,Zacatecas,Susticacan,,,,Percent,0.08,
32044,Zacatecas,Tabasco,,,,Percent,0.08,
32045,Zacatecas,Tepechitlan,,,,Percent,0.08,
32046,Zacatecas,Tepetongo,,,,Percent,0.08,
32047,Zacatecas,Teul de Gonzalez Ortega,,,,Percent,0.08,
32048,Zacatecas,Tlaltenango de Sanchez Roman,,,,Percent,0.08,
32049,Zacatecas,Valparaiso,,,,Percent,0.08,
32050,Zacatecas,Vetagrande,,,,Percent,0.08,
32051,Zacatecas,Villa de Cos,,,,Percent,0.08,
32052,Zacatecas,Villa Garcia,,,,Percent,0.08,
32053,Zacatecas,Villa Gonzalez Ortega,,,,Percent,0.08,
32054,Zacatecas,Villa Hidalgo,,,,Percent,0.08,
32055,Zacatecas,Villanueva,,,,Percent,0.08,
32056,Zacatecas,Zacatecas,,,,Percent,0.08,
32057,Zacatecas,Trancoso,,,,Percent,0.08,
32058,Zacatecas,Santa Maria de la Paz,,,,Percent,0.08,
